,ID,text,select_text,sentiment,mood
8216,8217,i was exceptionally hurt by it and i m definitely still feeling the impact when it comes to trusting people,exceptionally hurt definitely still feeling impact come trusting people,positive,"joy
"
8217,8218,i feel so honored to have lindo guest starring on this post,feel honored lindo guest starring post,positive,"joy
"
8218,8219,i feel like the one who is being blamed and the one who would get upset if problems arose in the future,feel like one blamed one would get upset problem arose future,negative,"sadness
"
8219,8220,i feel really terrific so far,feel really terrific far,positive,"joy
"
8220,8221,i feel completely shaken up,feel completely shaken,negative,"fear
"
8221,8222,i feel lethargic and crave junk food and pop,feel lethargic crave junk food pop,negative,"sadness
"
8222,8223,i always jumble words and letters and i feel like the inhalers i took back in college are the culprit for my brain being permanently damaged,always jumble word letter feel like inhaler took back college culprit brain permanently damaged,negative,"sadness
"
8223,8224,im temporarily wounded feeling like an idiot and have already missed yoga because of the fall,temporarily wounded feeling like idiot already missed yoga fall,negative,"sadness
"
8224,8225,i told justin a couple days ago that im feeling better physically than i have in a while,told justin couple day ago feeling better physically,positive,"joy
"
8225,8226,i like about this song is how it feels bouncy and matches tiggers bouncy personality,like song feel bouncy match tiggers bouncy personality,positive,"joy
"
8226,8227,i feel been accepted and although sip compliant voip services may be used as part of an institution s telephony infrastructure on the desktop and indeed on mobile phones skype probably is the safe mainstream option,feel accepted although sip compliant voip service may used part institution telephony infrastructure desktop indeed mobile phone skype probably safe mainstream option,positive,"joy
"
8227,8228,i would very much like to come back here at a quieter time perhaps or if im feeling a bit brave then maybe during the night,would much like come back quieter time perhaps feeling bit brave maybe night,positive,"joy
"
8228,8229,i don t feel any safe,feel safe,positive,"joy
"
8229,8230,i found myself feeling inhibited and shushing her quite a lot,found feeling inhibited shushing quite lot,negative,"fear
"
8230,8231,i feel embarrassed that im doing it because i think people like me insert liberal amount of negative self talk about weight dont do things like this,feel embarrassed think people like insert liberal amount negative self talk weight dont thing like,negative,"sadness
"
8231,8232,i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,able feel pressured talk group way better year secondary school,negative,"fear
"
8232,8233,i did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as i did this morning so maybe thats a good sign,take surprise two hour nap afternoon though woke feeling exhausted morning maybe thats good sign,negative,"sadness
"
8233,8234,i am trying really hard because i really want to feel faithful and close to him,trying really hard really want feel faithful close,positive,"love
"
8234,8235,i only feel irritated by it,feel irritated,negative,"anger
"
8235,8236,i can feel superior on that point,feel superior point,positive,"joy
"
8236,8237,i said that dancing makes me feel vaguely elegant,said dancing make feel vaguely elegant,positive,"joy
"
8237,8238,i get what shes saying but on another i feel pissed that she has to have a thick skin to put up with the crap women heap on each other,get shes saying another feel pissed thick skin put crap woman heap,negative,"anger
"
8238,8239,i am on the write track i feel contented and at peace,write track feel contented peace,positive,"joy
"
8239,8240,i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,want tell arun single line solution problem leave feeling extremely dissatisfied,negative,"anger
"
8240,8241,i feel like god pooped on me laughed amp then walked away throwing a casual yeah,feel like god pooped laughed amp walked away throwing casual yeah,positive,"joy
"
8241,8242,im moved in ive been feeling kind of gloomy,moved ive feeling kind gloomy,negative,"sadness
"
8242,8243,i feel terribly burdened to have to deal with the results of it lol,feel terribly burdened deal result lol,negative,"sadness
"
8243,8244,i ended up feelin shitty in mind,ended feelin shitty mind,negative,"sadness
"
8244,8245,i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,posted reached someone facebook used think one best friend make feel shocked frustrated,positive,"surprise
"
8245,8246,i have written i don t know why this would make me feel shy,written know would make feel shy,negative,"fear
"
8246,8247,i am not amazing or great at photography but i feel passionate about it,amazing great photography feel passionate,positive,"love
"
8247,8248,i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,think harmless insect feel pathetic overpowered fear,negative,"sadness
"
8248,8249,i just feel complacent and not at all like bothering,feel complacent like bothering,positive,"joy
"
8249,8250,i feel like hes trying to be the one to comfort me and help me get over yash which is sooo sweet of him but at the same time it makes me love yash more because he cant compare to yash i feel like i cant trust fateh,feel like trying one comfort help get yash sooo sweet time make love yash cant compare yash feel like cant trust fateh,positive,"love
"
8250,8251,i remember last summer feeling so overwhelmed,remember last summer feeling overwhelmed,positive,"surprise
"
8251,8252,i drink into my feelings get numb,drink feeling get numb,negative,"sadness
"
8252,8253,i have to have it done but i feel terrified of another intrusion to my body,done feel terrified another intrusion body,negative,"fear
"
8253,8254,i am feeling very valued today,feeling valued today,positive,"joy
"
8254,8255,i know it seems very sudden to everyone but i am not sure how much i can communicate just how comfortable i feel with him how similarly we look at the world and how supportive and loving he has been towards me,know seems sudden everyone sure much communicate comfortable feel similarly look world supportive loving towards,positive,"love
"
8255,8256,i am starting to feel the strain of not having enough time i did however make up some lost time with a vengeance yesterday and today and got s of the giant granny panties quilted,starting feel strain enough time however make lost time vengeance yesterday today got giant granny panty quilted,negative,"sadness
"
8256,8257,i don t feel resentful i feel guilty,feel resentful feel guilty,negative,"anger
"
8257,8258,i feel like a whiney lil girl who s keeps whining and psycho ing herself to love studying and start studying,feel like whiney lil girl keep whining psycho ing love studying start studying,negative,"sadness
"
8258,8259,i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,miss talk cuddling kissing feeling share beloved,positive,"joy
"
8259,8260,i feel very low already,feel low already,negative,"sadness
"
8260,8261,im more scared of like dramas or thrillers that are actually capable of happening and so leave me feeling disturbed i,scared like drama thriller actually capable happening leave feeling disturbed,negative,"sadness
"
8261,8262,i did feel a connection between the two of them i wasn t convinced they d made it to the love stage yet,feel connection two convinced made love stage yet,positive,"joy
"
8262,8263,i am feeling a little nervous and anxious but never second guessing my decision,feeling little nervous anxious never second guessing decision,negative,"fear
"
8263,8264,i would experience this a number of times later in life but this was my first experience with an icky racism that prevails in all cultures and skin colors around the world it made me feel dirty,would experience number time later life first experience icky racism prevails culture skin color around world made feel dirty,negative,"sadness
"
8264,8265,im not sure why today i feel so horrible,sure today feel horrible,negative,"sadness
"
8265,8266,i didnt feel so hot,didnt feel hot,positive,"love
"
8266,8267,i want to keep feeling strong yet i cant neglect that feeling inside me a feeling of betrayal somehow,want keep feeling strong yet cant neglect feeling inside feeling betrayal somehow,positive,"joy
"
8267,8268,i am sure that if another group came along that made her feel less like pluto and more like the sun that she would shift her own focus to where her input was valued,sure another group came along made feel like pluto like sun would shift focus input valued,positive,"joy
"
8268,8269,i feel assured saying the world could have one heck of a pacesetter on their hands,feel assured saying world could one heck pacesetter hand,positive,"joy
"
8269,8270,i am able to replace fear of people with love for them i feel so much more confident safe happy dare i say invincible,able replace fear people love feel much confident safe happy dare say invincible,positive,"joy
"
8270,8271,i dont want to rely on a guy to pay my bills but at the same time i am a free spirit and i feel like im being punished for being a free spirit,dont want rely guy pay bill time free spirit feel like punished free spirit,negative,"sadness
"
8271,8272,i got a good feeling from the school and i have a lovely class,got good feeling school lovely class,positive,"love
"
8272,8273,i feel very reluctant to blog during my free period even when my hp is plugged to my laptop for charging making it easy to upload photos online,feel reluctant blog free period even plugged laptop charging making easy upload photo online,negative,"fear
"
8273,8274,i couldnt be entirely satisfied because i longed for a companion i could feel entirely devoted to as i am now,couldnt entirely satisfied longed companion could feel entirely devoted,positive,"love
"
8274,8275,ive learned an important thing i binge eat to cope with what i cannot control feelings and emotional reactions to situations outside of my control,ive learned important thing binge eat cope control feeling emotional reaction situation outside control,negative,"sadness
"
8275,8276,i get the feeling that my supervising teacher is overwhelmed and may have too many students,get feeling supervising teacher overwhelmed may many student,negative,"fear
"
8276,8277,ive been feeling very lethargic with the fact that i worked till plus on days that i need to pay back the hours for my lessons days and sleeping at plus every night ever since the beginning of this week,ive feeling lethargic fact worked till plus day need pay back hour lesson day sleeping plus every night ever since beginning week,negative,"sadness
"
8277,8278,i get to this store and feeling almost defeated i tell my mom it would be so crazy if they didnt have a printing service,get store feeling almost defeated tell mom would crazy didnt printing service,negative,"sadness
"
8278,8279,i feel as much disturbed as much a fool as as that dealer in love philters paaker,feel much disturbed much fool dealer love philter paaker,negative,"sadness
"
8279,8280,i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,never read post never would spent emotional mental energy argue head feel irritated,negative,"anger
"
8280,8281,i feel certifiably idiotic right now,feel certifiably idiotic right,negative,"sadness
"
8281,8282,i joke about her leaving me or tell her that i know shes going to fall in love with the city the country the people and never come back theres a place deep in my mind parallel to the empty sick feeling in my stomach that is terrified she really wont come back,joke leaving tell know shes going fall love city country people never come back place deep mind parallel empty sick feeling stomach terrified really wont come back,negative,"fear
"
8282,8283,i was bursting to feel the inside of this delicious woman s cunt,bursting feel inside delicious woman cunt,positive,"joy
"
8283,8284,i have a sick feeling that our hour bus adventure will be in vain,sick feeling hour bus adventure vain,negative,"sadness
"
8284,8285,i have also known the pain of feeling worthless too broken too scarred to ever span style mso bidi font size,also known pain feeling worthless broken scarred ever span style mso bidi font size,negative,"sadness
"
8285,8286,i just take what i feel like would taste delicious and start off,take feel like would taste delicious start,positive,"joy
"
8286,8287,i feel it is important to support young people in their creative endeavors,feel important support young people creative endeavor,positive,"joy
"
8287,8288,i didnt feel like i missed out one bit,didnt feel like missed one bit,negative,"sadness
"
8288,8289,i send good energy and light into the universe it feels good,send good energy light universe feel good,positive,"joy
"
8289,8290,i was washing the trees hoping it would do some good and concurrently in the general trajectory of my life feeling more and more suspicious of much of the trappings of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head is this song,washing tree hoping would good concurrently general trajectory life feeling suspicious much trapping christianity even sometimes maybe kinda lot suspicious heart head song,negative,"fear
"
8290,8291,i feel homesick i read this collection of stories,feel homesick read collection story,negative,"sadness
"
8291,8292,im sharing our school room because im sure im not the only one that struggles or has struggled with school room jealousy of feeling less than perfect,sharing school room sure one struggle struggled school room jealousy feeling perfect,positive,"joy
"
8292,8293,i feel so disappointed,feel disappointed,negative,"sadness
"
8293,8294,i feel like especially in the art world we could all do with a little more reality and little less you fill in the blank,feel like especially art world could little reality little fill blank,negative,"sadness
"
8294,8295,ill admit to feeling very nostalgic when i see photos of my sweet little girl in halloween costumes i made for her and i dream of the day that ill be called upon to fashion a small costume for a grandchild,ill admit feeling nostalgic see photo sweet little girl halloween costume made dream day ill called upon fashion small costume grandchild,positive,"love
"
8295,8296,i feel rubbish today having a bad cold and cough really isn t ideal and the thought of attempting to leave the sofa fil,feel rubbish today bad cold cough really ideal thought attempting leave sofa fil,negative,"sadness
"
8296,8297,i feel very honoured that i evoke so much emotion in you that would drive you to put in so much effort for me,feel honoured evoke much emotion would drive put much effort,positive,"joy
"
8297,8298,i feel like nobody is giving me a chance to explain and accept that i am never going to be happy doing what they expect me to do,feel like nobody giving chance explain accept never going happy expect,positive,"joy
"
8298,8299,i have to say i feel slightly envious of julian,say feel slightly envious julian,negative,"anger
"
8299,8300,i would go up to my bedroom feeling depressed,would bedroom feeling depressed,negative,"sadness
"
8300,8301,i feel like oh please why im so fake again but the spazzing thingy about gikwang is not fake,feel like please fake spazzing thingy gikwang fake,negative,"sadness
"
8301,8302,i havent hopped on one yet but i definitely will and speaking of cardio exercise i was feeling all kinds of superior after a href http emilyhursh,havent hopped one yet definitely speaking cardio exercise feeling kind superior href http emilyhursh,positive,"joy
"
8302,8303,i don t know why that surprises me because whenever i get exercise whether it s working out in my garden or going to the gym i feel terrific afterward which is naturally the reason i don t do it all the time,know surprise whenever get exercise whether working garden going gym feel terrific afterward naturally reason time,positive,"joy
"
8303,8304,i feel so nervous anxious and i dont know why,feel nervous anxious dont know,negative,"fear
"
8304,8305,i feel emotional about how people have treated me over the last few months and years,feel emotional people treated last month year,negative,"sadness
"
8305,8306,i feel thats a valuable piece of consumer knowledge and one item of many ive added to my good to know stores,feel thats valuable piece consumer knowledge one item many ive added good know store,positive,"joy
"
8306,8307,i continue to explore these sites i feel like they would be more useful in an industry which requires to maintain contact,continue explore site feel like would useful industry requires maintain contact,positive,"joy
"
8307,8308,i thought i would challenge myself i really wanted to capture a realistic view of the animal whilst also showing of my own unique painting style i feel this was successful yet next time i would go larger,thought would challenge really wanted capture realistic view animal whilst also showing unique painting style feel successful yet next time would larger,positive,"joy
"
8308,8309,i am feeling a little weird as i compare this big old number with how young insecure childlike playful silly i feel inside,feeling little weird compare big old number young insecure childlike playful silly feel inside,negative,"fear
"
8309,8310,i would be feeling guilty of writing craps on my blog nothing useful nor beneficial to others,would feeling guilty writing crap blog nothing useful beneficial others,negative,"sadness
"
8310,8311,i feel your pain whether you want me to or not and its pity implies that for some unfortunate people justice is not enough,feel pain whether want pity implies unfortunate people justice enough,negative,"sadness
"
8311,8312,i feel horrible rel bookmark permalink,feel horrible rel bookmark permalink,negative,"sadness
"
8312,8313,i wake up hobble over to the computer or turn over and grab the phone from the night stand and start checking emails blogs facebook random internet clicking writing a few posts and before i know it its nearly noon and i feel no more productive than i did three hours earlier,wake hobble computer turn grab phone night stand start checking email blog facebook random internet clicking writing post know nearly noon feel productive three hour earlier,positive,"joy
"
8313,8314,i decided to focus on how i was feeling and what needs were not being met for me in this situation rest calm enjoyment relaxation,decided focus feeling need met situation rest calm enjoyment relaxation,positive,"joy
"
8314,8315,i reply feeling suspicious,reply feeling suspicious,negative,"fear
"
8315,8316,i was feeling awful friends before i left for my dads,feeling awful friend left dad,negative,"sadness
"
8316,8317,i found some four ply tweedy yarn from rowan that i thought would be just the right thing for that flying fans shawl i started but didnt feel was very successful in the yarn that i had a href http,found four ply tweedy yarn rowan thought would right thing flying fan shawl started didnt feel successful yarn href http,positive,"joy
"
8317,8318,im feeling more vulnerable writing about this than i do writing about my melt downs mishaps and toddler challenges,feeling vulnerable writing writing melt mishap toddler challenge,negative,"fear
"
8318,8319,im exhausted in excruciating pain and feeling extremely hostile,exhausted excruciating pain feeling extremely hostile,negative,"anger
"
8319,8320,i feel an important experience for short term mission groups,feel important experience short term mission group,positive,"joy
"
8320,8321,i feel proud now,feel proud,positive,"joy
"
8321,8322,i could set all these discouraging feelings free,could set discouraging feeling free,positive,"joy
"
8322,8323,i love you all d pagetitle superman mereka penyeri my life without them i feel like blank sheet of paper,love pagetitle superman mereka penyeri life without feel like blank sheet paper,negative,"sadness
"
8323,8324,i feel amazed to say that i am doing what i only dreamed of doing again,feel amazed say dreamed,positive,"surprise
"
8324,8325,i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it,feel bitter supposed providing privileged space someone else dont get,negative,"anger
"
8325,8326,im feeling really thankful for everything ive been blessed with in my life right now i wont be eating any turkey no tofurkey either yes thats a real thing,feeling really thankful everything ive blessed life right wont eating turkey tofurkey either yes thats real thing,positive,"joy
"
8326,8327,i feel so relieved about what i had been through i can sense a big transparence burden was lifted and thrown into a deep cliff,feel relieved sense big transparence burden lifted thrown deep cliff,positive,"joy
"
8327,8328,im stupid and make me feel like im worthless,stupid make feel like worthless,negative,"sadness
"
8328,8329,i am mostly feeling contentedly terrified about it all,mostly feeling contentedly terrified,negative,"fear
"
8329,8330,i stand you come across as a complete stranger to me but i feel compassionate about you,stand come across complete stranger feel compassionate,positive,"love
"
8330,8331,i feel nevertheless not convinced which g is the be all and end all which sprint is creating it away to be,feel nevertheless convinced end sprint creating away,positive,"joy
"
8331,8332,i can remember feeling petrified,remember feeling petrified,negative,"fear
"
8332,8333,i was able to feel everything and exactly where my sweet boy was in the birth canal,able feel everything exactly sweet boy birth canal,positive,"joy
"
8333,8334,i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc,left feeling quite dissatisfied whole thing specifically dictated med discus thought necessary lifestyle option might reduce risk etc,negative,"anger
"
8334,8335,im thinking about death at the moment and feeling really sad because my lovely uncle shaun has died,thinking death moment feeling really sad lovely uncle shaun died,negative,"sadness
"
8335,8336,im wrestling with the inclination to not go to school today but after reading jamies status on facebook now i feel shamed into going,wrestling inclination school today reading jamies status facebook feel shamed going,negative,"sadness
"
8336,8337,i thought made the room feel playful and kid friendly,thought made room feel playful kid friendly,positive,"joy
"
8337,8338,i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,wear makeup reflect beautiful truly feel inside also break stereotype nerdy timid loop woman science,negative,"fear
"
8338,8339,i feel very distressed because i m supportive of this campaign and with the senator,feel distressed supportive campaign senator,negative,"fear
"
8339,8340,i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,feeling resentful daydreaming various place could tell shove big girl panty,negative,"anger
"
8340,8341,i feel ungrateful for being unhappy but i cant seem to move on properly,feel ungrateful unhappy cant seem move properly,negative,"sadness
"
8341,8342,i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,feel self pressured expectation keep date family event order assuage guilt,negative,"fear
"
8342,8343,i guess yelp wouldnt be a useful website if people only wrote positive reviews so i feel kind of lame about it,guess yelp wouldnt useful website people wrote positive review feel kind lame,negative,"sadness
"
8343,8344,i guess i do feel the need to mention the realism of the just how tragic the hardship of everyday life in the mumbai slums really is,guess feel need mention realism tragic hardship everyday life mumbai slum really,negative,"sadness
"
8344,8345,i drafted this post at least a month ago and now i m feeling quite uncertain about it,drafted post least month ago feeling quite uncertain,negative,"fear
"
8345,8346,every time i meet a certain dog that has once bitten me,every time meet certain dog bitten,negative,"fear
"
8346,8347,i gotta say that i feel like i was suckered into buying the iphone s because i saw the ads on how cool siri was,got say feel like suckered buying iphone saw cool siri,positive,"joy
"
8347,8348,i hadnt anticipated happening quite so quickly in this new international life was feeling passionate about honduras,hadnt anticipated happening quite quickly new international life feeling passionate honduras,positive,"love
"
8348,8349,id be less than honest on this blog if i didnt report that im feeling very petty right now,honest blog didnt report feeling petty right,negative,"anger
"
8349,8350,my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead,mother come home till late night age ago anyway dont know parent theyll back start thinking perhaps accident perhaps dead,negative,"fear
"
8350,8351,i feel like watching equilibrium or something equally delicious and playing the sims and generally being lazy,feel like watching equilibrium something equally delicious playing sims generally lazy,positive,"joy
"
8351,8352,im feeling are happiness wholeness and excited anticipation sometimes im reduced to tears and can barely begin to put my feelings into words,feeling happiness wholeness excited anticipation sometimes reduced tear barely begin put feeling word,positive,"joy
"
8352,8353,ive been feeling weird because i am weird,ive feeling weird weird,negative,"fear
"
8353,8354,i usually wash my hair every other day and after a few uses my hair is now feeling lovely soft and conditioned again,usually wash hair every day hair feeling lovely soft conditioned,positive,"love
"
8354,8355,i understand why bernie wants a guaranteed spot on the team because he feels that he should get the respect that he deserves after being loyal and staying on this team for so long,understand bernie want guaranteed spot team feel get respect deserves loyal staying team long,positive,"love
"
8355,8356,i cant continue to be the whipping post for someone who feels lousy about themselves,cant continue whipping post someone feel lousy,negative,"sadness
"
8356,8357,i have the feeling in my mind that a person gets when they have resolved something and they can be at ease,feeling mind person get resolved something ease,positive,"joy
"
8357,8358,i do when i m feeling a bit weird to reground myself,feeling bit weird reground,positive,"surprise
"
8358,8359,i found myself feeling more satisfied after eating smaller nutrient dense meals than i would after eating a huge portion of spaghetti and meatballs with italian bread and butter one of my favorite meals previously,found feeling satisfied eating smaller nutrient dense meal would eating huge portion spaghetti meatball italian bread butter one favorite meal previously,positive,"joy
"
8359,8360,i know its not always as great an experience as ive set out here but if youre feeling a bit jaded and would like to remind yourself of what it was about teaching that attracted you in the first place you might like to give it a thought,know always great experience ive set youre feeling bit jaded would like remind teaching attracted first place might like give thought,negative,"sadness
"
8360,8361,i am feeling very pissed now,feeling pissed,negative,"anger
"
8361,8362,i feel like we barely know each other and time just isnt being generous with our love,feel like barely know time isnt generous love,positive,"love
"
8362,8363,i must say that im not feeling gloomy at all about this place,must say feeling gloomy place,negative,"sadness
"
8363,8364,i feel quite sure our paths will cross again,feel quite sure path cross,positive,"joy
"
8364,8365,im such a workaholic its because i feel productive and im doing something that i like something that makes me work,workaholic feel productive something like something make work,positive,"joy
"
8365,8366,i ended up feeling pretty terrific about myself yesterday,ended feeling pretty terrific yesterday,positive,"joy
"
8366,8367,i am feeling quite smug now as i didn t actually see any mating but assessed the signs calculated the dates etc and got it spot on,feeling quite smug actually see mating assessed sign calculated date etc got spot,positive,"joy
"
8367,8368,i think of that image i feel calm amp safe a href http revealthestaryoutrulyare,think image feel calm amp safe href http revealthestaryoutrulyare,positive,"joy
"
8368,8369,i have been feeling for quite a while that i am just not satisfied with my stash when it comes to blushes,feeling quite satisfied stash come blush,positive,"joy
"
8369,8370,i feel that the project went smoothly and successful however i did hit a few obstacles such as issues with my memory stick corrupting however i soon managed to resolve that through back up,feel project went smoothly successful however hit obstacle issue memory stick corrupting however soon managed resolve back,positive,"joy
"
8370,8371,i get a funny feeling he does not consider you worthless,get funny feeling doe consider worthless,negative,"sadness
"
8371,8372,i do need constant reminders when i go through lulls in feeling submissive whether i like them or not,need constant reminder lull feeling submissive whether like,negative,"sadness
"
8372,8373,i feel like being distracted,feel like distracted,negative,"anger
"
8373,8374,i feel lousy and im very anxious about my presentation today,feel lousy anxious presentation today,negative,"sadness
"
8374,8375,i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,appreciate feel strange sitting around packing move close,negative,"fear
"
8375,8376,i feel disgusted just looking at that number,feel disgusted looking number,negative,"anger
"
8376,8377,im feeling morose as i tend to do when im awake and writing here at almost am,feeling morose tend awake writing almost,negative,"sadness
"
8377,8378,i help a lot of people at a later time when i m feeling pissed off with things i might look back at my life and say hey i m not that bad a person,help lot people later time feeling pissed thing might look back life say hey bad person,negative,"anger
"
8378,8379,im feeling amorous tonight never again,feeling amorous tonight never,positive,"love
"
8379,8380,i feel agitated i become easily overwhelmed,feel agitated become easily overwhelmed,negative,"fear
"
8380,8381,i feel quite privileged because myself and the other foreigners live in a complex known to all as the foreign experts building i dont think im really an expert at anything but if thats how theyd like to call it im fine with it haha,feel quite privileged foreigner live complex known foreign expert building dont think really expert anything thats theyd like call fine haha,positive,"joy
"
8381,8382,i spent two weeks in zombie mode then two weeks feeling all my feelings again after being numb for so long,spent two week zombie mode two week feeling feeling numb long,negative,"sadness
"
8382,8383,i know how vital daily practice is in my souls development and i can feel the energetic thunk when i drink in the charged water from my kala glass,know vital daily practice soul development feel energetic thunk drink charged water kala glass,positive,"joy
"
8383,8384,i feel stupid and thoughtless,feel stupid thoughtless,negative,"sadness
"
8384,8385,i feel that language is nothing at all cheer up remain my faithful only darling my everything as i for you the rest is up to the gods what must be for us and what is in store for us,feel language nothing cheer remain faithful darling everything rest god must store,positive,"love
"
8385,8386,i left with a great feeling of encouragement and rich for having walked alongside africans,left great feeling encouragement rich walked alongside african,positive,"joy
"
8386,8387,i am happy with the news comeback i am feeling agitated with some fangirls,happy news comeback feeling agitated fangirls,negative,"anger
"
8387,8388,i didnt really feel sympathetic for him they way i did for the other nominees,didnt really feel sympathetic way nominee,positive,"love
"
8388,8389,i think honestly i did feel a bit vulnerable,think honestly feel bit vulnerable,negative,"fear
"
8389,8390,i feel about myself is so fucked up,feel fucked,negative,"anger
"
8390,8391,i feel as fantastic as a beauty and beast moment would have been i did not go through any magical dramatically lit transformations as i exited the first trimester and emerged in the second,feel fantastic beauty beast moment would magical dramatically lit transformation exited first trimester emerged second,positive,"joy
"
8391,8392,i should somehow feel hesitant about that,somehow feel hesitant,negative,"fear
"
8392,8393,ive been thinking about that this morning and realizing that my ordinary life is starting to feel dull,ive thinking morning realizing ordinary life starting feel dull,negative,"sadness
"
8393,8394,i don t understand it because this show is as expensive as any show that s ever been done by anyone i should think and we re making a profit um so you don t need to feel over sympathetic towards us,understand show expensive show ever done anyone think making profit need feel sympathetic towards,positive,"love
"
8394,8395,i found myself feeling very sorry for quell as dodd deceives him for his own personal benefit,found feeling sorry quell dodd deceives personal benefit,negative,"sadness
"
8395,8396,i do not feel as ugly,feel ugly,negative,"sadness
"
8396,8397,i cant help but feel somewhat heartbroken by this news,cant help feel somewhat heartbroken news,negative,"sadness
"
8397,8398,i have analyzed and overanalyzed my aversion to this suggestion and in the end have accepted my gut feeling this was not an acceptable solution for alex at that time and place,analyzed overanalyzed aversion suggestion end accepted gut feeling acceptable solution alex time place,positive,"joy
"
8398,8399,im feeling defeated,feeling defeated,negative,"sadness
"
8399,8400,i feel like i should have something more intelligent to say about this but that s all i ve got right now,feel like something intelligent say got right,positive,"joy
"
8400,8401,im living alone while waiting for my license test and english speaking test im feeling more relaxed hibernating without any fresh air,living alone waiting license test english speaking test feeling relaxed hibernating without fresh air,positive,"joy
"
8401,8402,i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,feel like really grouchy day get mood feel like world,negative,"anger
"
8402,8403,i feel it isnt enough times i dont feel respected or special or that this relationship is good for me,feel isnt enough time dont feel respected special relationship good,positive,"joy
"
8403,8404,i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,understand every memory something precious cherish moment feel disgusted become time life,negative,"anger
"
8404,8405,i feel no compunction to be gracious with them,feel compunction gracious,positive,"joy
"
8405,8406,i came out freaked on the brink of tears feeling angry confused ridiculous small,came freaked brink tear feeling angry confused ridiculous small,negative,"anger
"
8406,8407,i didnt feel inhibited in my own journal and to tell me that he isnt going to read any more of it,didnt feel inhibited journal tell isnt going read,negative,"sadness
"
8407,8408,i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,feeling highly frustrated worked long day wanted get home take shower eat snack listen music,negative,"anger
"
8408,8409,i believe in you moment we all feel til then it s one more skeptical song,believe moment feel til one skeptical song,negative,"fear
"
8409,8410,i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,remember feeling shocked somewhat embarrassed adf unity rite consecrated much,positive,"surprise
"
8410,8411,i never feel satisfied or satiated like i used to when we were dining out,never feel satisfied satiated like used dining,positive,"joy
"
8411,8412,i feel pleasant staying away from the former,feel pleasant staying away former,positive,"joy
"
8412,8413,i hate missing practice because i feel like the reps in practice are vital to your performance on sunday,hate missing practice feel like rep practice vital performance sunday,positive,"joy
"
8413,8414,the patient whom i expected to get well suddenly passed away after he showed had his meals,patient expected get well suddenly passed away showed meal,negative,"anger
"
8414,8415,i have an awesome husband i got to lay in bed for two days straight which i think is directly linked to the fact that im already feeling much better,awesome husband got lay bed two day straight think directly linked fact already feeling much better,positive,"joy
"
8415,8416,i do feel confident that ill be able to compete on price my product is some of the most affordable on etsy but what if people would rather pay more for pompoms and multi colored braided ear flaps,feel confident ill able compete price product affordable etsy people would rather pay pompoms multi colored braided ear flap,positive,"joy
"
8416,8417,i would have wasted time and money and i just feel really pressured because i dont want to do that,would wasted time money feel really pressured dont want,negative,"fear
"
8417,8418,i see lyman i just feel more and more amazed about us,see lyman feel amazed,positive,"surprise
"
8418,8419,im sure ill get through it im just feeling whiney today,sure ill get feeling whiney today,negative,"sadness
"
8419,8420,i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,actually feel frightened seen mother went treatment malignant melonoma,negative,"fear
"
8420,8421,i often feel that they are not an extremely clever and talented people,often feel extremely clever talented people,positive,"joy
"
8421,8422,im feeling a need to revisit my artistic influences,feeling need revisit artistic influence,positive,"joy
"
8422,8423,i have a bad feeling that i am going to get very aggravated again tomorrow,bad feeling going get aggravated tomorrow,negative,"anger
"
8423,8424,i got caught shoplifting a package of gummy bears,got caught shoplifting package gummy bear,negative,"fear
"
8424,8425,i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl,feel like grow clique school like movie popular girl,positive,"joy
"
8425,8426,i want all of my feelings rage and terror and longing to wash over me and fill me as the alternative is the dull anxiety of every day living,want feeling rage terror longing wash fill alternative dull anxiety every day living,positive,"love
"
8426,8427,i feel empty inside all the time,feel empty inside time,negative,"sadness
"
